"Activity Type","Transaction Ref ID",Customer/CFA,"Customer/CFA ID","Customer/CFA external ID","Customer/CFA Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/CFA Latitude","Customer/CFA Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Away from Customer (in meters)","Synced On"
"Customer Creation",18998949,Customer,18998949,"-- --","PARBATBHAI DAYABHAI PATHAR","Bhanvad , B, Jamnagar, Jamnagar, Gujarat, India, 360510",Jamnagar,Farmer,No,,,2026-01-29,20:54:20,281862,"PRASHANS DILIPBHAI KARABNGIYA",,"Sales Rep",239267,"Ashishkumar B. Bhanderi _Jamnagar",CFA-Ahemdabad,A621,"New Retailer","PARBATBHAI DAYABHAI PATHAR",,,,,,NA,"29 Jan 2026 08:54:21 PM"
"Customer Creation",18998946,Customer,18998946,"-- --","Bhaska ","Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:53:53,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer","Bhaska ",,,,,,NA,"29 Jan 2026 08:53:54 PM"
"End Day",3108440,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:53:34,277772,"MOHIT SINGH",3872626,"Sales Rep",242413,Deepak_BEMETRA,,,"Day Ended","Day Ended",,,21.5207492,81.4824526,,NA,"29 Jan 2026 08:53:47 PM"
"Customer Updation",18998939,Customer,18998939,"-- --","BHIMA DEVA BERA","Bhanvad , B, Jamnagar, Jamnagar, Gujarat, India, 360510",Jamnagar,Farmer,No,,,2026-01-29,20:53:35,281862,"PRASHANS DILIPBHAI KARABNGIYA",,"Sales Rep",239267,"Ashishkumar B. Bhanderi _Jamnagar",CFA-Ahemdabad,A621,"Retailer Route Updated- From  BHINBA_JAMNAGAR to JAKHAR_JAMNAGAR","Retailer Route Updated- From  BHINBA_JAMNAGAR to JAKHAR_JAMNAGAR",,,,,,NA,"29 Jan 2026 08:53:35 PM"
"End Day",3108216,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:53:25,239802,"BALAKUMARAN _THANJAVUR",A47,"Territory Manager",239800,"MUTHUMANI K-TRICHY",,,"Day Ended","Day Ended",,,10.7776074,79.1537652,,NA,"29 Jan 2026 08:53:26 PM"
"Customer Creation",18998944,Customer,18998944,"-- --",Vamsi,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:53:23,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Vamsi,,,,,,NA,"29 Jan 2026 08:53:24 PM"
"End Day",3107643,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:11:58,279552,"C.DHARINATH REDDY",,"Sales Rep",240517,"Pamidi Jabiullah_ananthpur",,,"Day Ended","Day Ended",,,,,,NA,"29 Jan 2026 08:53:08 PM"
"Customer Creation",18998942,Customer,18998942,"-- --",Naresh,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:52:52,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Naresh,,,,,,NA,"29 Jan 2026 08:52:52 PM"
"Customer Creation",18998939,Customer,18998939,"-- --","BHIMA DEVA BERA","Bhanvad , B, Jamnagar, Jamnagar, Gujarat, India, 360510",Jamnagar,Farmer,No,,,2026-01-29,20:52:28,281862,"PRASHANS DILIPBHAI KARABNGIYA",,"Sales Rep",239267,"Ashishkumar B. Bhanderi _Jamnagar",CFA-Ahemdabad,A621,"New Retailer","BHIMA DEVA BERA",,,,,,NA,"29 Jan 2026 08:52:39 PM"
"Start Day",3119591,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:52:27,281862,"PRASHANS DILIPBHAI KARABNGIYA",,"Sales Rep",239267,"Ashishkumar B. Bhanderi _Jamnagar",,,"Day Started","Day Started",,,21.9610993,69.8105913,,NA,"29 Jan 2026 08:52:27 PM"
Order,90015908,Customer,15390763,0002020532,"2020532 - DINESH TRADING COMPANY","Ganjpara Near Prabhat Cinema Main Road, RAIPUR, Raipur, Chhattisgarh, India, 492001",RAIPUR,Dealer,No,,,2026-01-29,20:52:22,242410,"Roshani Bisen_MAHASAMUND",A27,"Territory Manager",271703,"Dharmendra Malviya","New Gondwara",A541,Orders,"Order from 2020532 - DINESH TRADING COMPANY",,,21.2208941,81.604195,,NA,"29 Jan 2026 08:52:23 PM"
"Customer Creation",18998938,Customer,18998938,"-- --","Apparao Danisetti","Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:52:19,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer","Apparao Danisetti",,,,,,NA,"29 Jan 2026 08:52:20 PM"
"Customer Creation",18998936,Customer,18998936,"-- --","Kashiram yadav","barufatak ,  , Rajpur, Indore Division, Madhya Pradesh, India, 451447",Rajpur,Farmer,No,21.943353300000,75.138820000000,2026-01-29,20:52:05,242428,"Sawan Panchole",3038702,"Sales Rep",242402,"AMIT TIWARI_DHAR",Indore,A641,"New Retailer","Kashiram yadav",,,21.9433533,75.13882,"Imlipura Main Rd, near by IMPI, Rajpur, Madhya Pradesh 451447, India",NA,"29 Jan 2026 08:52:06 PM"
"Customer Creation",18998935,Customer,18998935,"-- --",Kishore,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:51:40,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Kishore,,,,,,NA,"29 Jan 2026 08:51:41 PM"
"Customer Creation",18998932,Customer,18998932,"-- --",Lachiram,"barufatak ,  , Rajpur, Indore Division, Madhya Pradesh, India, 451447",Rajpur,Farmer,No,21.943475000000,75.138830000000,2026-01-29,20:51:32,242428,"Sawan Panchole",3038702,"Sales Rep",242402,"AMIT TIWARI_DHAR",Indore,A641,"New Retailer",Lachiram,,,21.943475,75.13883,"W4VQ+CJV, Imlipura Main Rd, Rajpur, Madhya Pradesh 451447, India",NA,"29 Jan 2026 08:51:33 PM"
"Customer Creation",18998930,Customer,18998930,"-- --",Krupa,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:51:08,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Krupa,,,,,,NA,"29 Jan 2026 08:51:08 PM"
"End Day",3109479,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:51:04,278338,"Anbumani R",3891479,"Sales Rep",239811,"M SIVAKUMAR _Coimbatore",,,"Day Ended","Day Ended",,,10.813154,77.147724,,NA,"29 Jan 2026 08:51:05 PM"
Workflow,34194358,Customer,13505672,"-- --",barufatak_DHAR,"barufatak, DHAR, India","-- --","Farmer Group",No,,,2026-01-29,20:50:41,242428,"Sawan Panchole",3038702,"Sales Rep",242402,"AMIT TIWARI_DHAR",Indore,A641,"Small Group Meeting","Small Group Meeting",,,21.9434983,75.1388533,"W4VQ+CJV, Imlipura Main Rd, Rajpur, Madhya Pradesh 451447, India",NA,"29 Jan 2026 08:50:43 PM"
"Customer Creation",18998927,Customer,18998927,"-- --",Deva,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:50:31,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Deva,,,,,,NA,"29 Jan 2026 08:50:32 PM"
"Customer Creation",18998926,Customer,18998926,"-- --","ఆబ్రహం ","Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:49:57,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer","ఆబ్రహం ",,,,,,NA,"29 Jan 2026 08:49:58 PM"
Workflow,34194106,Customer,13262131,0002012460,"2012460 - ANUKUL SIKDAR - RADHAKANTAPUR","BARA MANA, RADHAKANTAPUR,, BORJORA, BANKURA, West Bengal, India, 722208",BORJORA,DISTRIBUTOR,No,,,2026-01-29,20:49:45,241098,"Sumit Sarkar_South Bengal",G104308,"Sales Manager",241248,"Suman Dutta",CFA-Kolkata,A333,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 08:49:53 PM"
Workflow,34194332,Customer,13505672,"-- --",barufatak_DHAR,"barufatak, DHAR, India","-- --","Farmer Group",No,,,2026-01-29,20:49:32,242428,"Sawan Panchole",3038702,"Sales Rep",242402,"AMIT TIWARI_DHAR",Indore,A641,"Small Group Meeting","Small Group Meeting",,,21.9434983,75.1388533,"W4VQ+CJV, Imlipura Main Rd, Rajpur, Madhya Pradesh 451447, India",NA,"29 Jan 2026 08:49:34 PM"
"End Day",3111855,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:49:00,273974,"KULDEEP KUMAR",3819200,"Sales Rep",238694,"Saif SO_ABOHAR",,,"Day Ended","Day Ended",,,30.3677183,74.12399,,NA,"29 Jan 2026 08:49:10 PM"
"Customer Creation",18998924,Customer,18998924,"-- --",Aadam,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:49:09,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Aadam,,,,,,NA,"29 Jan 2026 08:49:10 PM"
"Customer Creation",18998922,Customer,18998922,"-- --",Raviteja,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:48:32,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Raviteja,,,,,,NA,"29 Jan 2026 08:48:33 PM"
Tourvisit,16144252,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:48:25,238293,"Jasvir Singh",2621376,"Sales Rep",238151,"Yatendera Rana_BARNALA",,,"End of the day","good ",,92.00,30.5093917,75.3738633,"Himmatpura - Majuke Link Rd, Majuke, Punjab 148100, India",NA,"29 Jan 2026 08:48:28 PM"
"End Day",3114890,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:48:12,274159,"Utkarsh sudhir lokhande",3810824,"Sales Rep",239249,prashant_Sangamner,,,"Day Ended","Day Ended",,,,,,NA,"29 Jan 2026 08:48:13 PM"
Tourvisit,16144249,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:32:35,273426,"SUKHDEEP SINGH",3816679,"Sales Rep",238138,"ATUL KUMAR PANDEY_KHANNA",,,"End of the day","end Of the day ",,,30.6234361,76.2231827,"J6FG+C3, Majri Raian, Punjab 147203, India",NA,"29 Jan 2026 08:47:45 PM"
"End Day",3108519,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:47:09,261004,"Naresh Madhukarao Sardar",3708467,"Sales Rep",239196,"Mahadeo Ramdas Nayse_Akola",,,"Day Ended","Day Ended",,,20.73635,77.375329,,NA,"29 Jan 2026 08:47:19 PM"
"End Day",3108170,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:47:06,277546,Rajagopalan,3875401,"Sales Rep",239802,"BALAKUMARAN _THANJAVUR",,,"Day Ended","Day Ended",,,10.6671411,79.4543859,,NA,"29 Jan 2026 08:47:08 PM"
"End Day",3108170,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:47:03,277546,Rajagopalan,3875401,"Sales Rep",239802,"BALAKUMARAN _THANJAVUR",,,"Day Ended","Day Ended",,,10.6671411,79.4543859,,NA,"29 Jan 2026 08:47:07 PM"
Tourvisit,16144247,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:47:02,261004,"Naresh Madhukarao Sardar",3708467,"Sales Rep",239196,"Mahadeo Ramdas Nayse_Akola",,,"End of the day","R/sir, Today work as per plan.",,,20.73635,77.375329,"P9PG+F2P, Rahematiya Nagar, Murtizapur, Maharashtra 444107, India",NA,"29 Jan 2026 08:47:03 PM"
"Customer Creation",18998918,Customer,18998918,"-- --",Ramarao,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:46:41,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Ramarao,,,,,,NA,"29 Jan 2026 08:46:42 PM"
"Customer Creation",18998916,Customer,18998916,"-- --",Aadeyya,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:46:09,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Aadeyya,,,,,,NA,"29 Jan 2026 08:46:09 PM"
Order,90015344,Customer,13201802,0002017740,"2017740 - ASWINISURESH TRADERS","UPPALA KALAVAGUNTA PALEM,, KAMALAPURAM [PEDANA], KRISHNA, Andhra Pradesh, India, 521366","KAMALAPURAM [PEDANA]",Dealer,No,16.348458500000,81.138721900000,2026-01-29,20:46:03,240484,"Anuhya Pavuluri_Eluru",B04,"Territory Manager",240482,"PARISE VENKATA CHALAPATHI RAO_Vijayawada",Vijayawada,A732,Orders,"Order from 2017740 - ASWINISURESH TRADERS",,,16.7065782,81.0768825,,40361.1,"29 Jan 2026 08:46:05 PM"
"Customer Creation",18998913,Customer,18998913,"-- --",Purushottam,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:45:29,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Purushottam,,,,,,NA,"29 Jan 2026 08:45:30 PM"
"Start Day",3119581,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:45:29,242407,"Naveen Bopache_CHHINDWARA",D72,"Territory Manager",242326,"JAY SINGH SISODIYA_JABALPUR",,,"Day Started","Day Started",,,22.0956545,79.5895637,,NA,"29 Jan 2026 08:45:30 PM"
Order,90015284,Customer,13473184,0002019237,"2019237 - SRI JAGANNATH STORE - AMARESWAR","AT/PO AMARESWAR, PS - NIMAPADA,,  , AMARESWAR, PURI, Odisha, India, 752120",AMARESWAR,DISTRIBUTOR,No,20.048863100000,86.111771400000,2026-01-29,20:45:09,242416,"BIDHU KALYANKAR_BHUBANESHWAR",702430,"Sales Manager",241248,"Suman Dutta",Bhubaneshwar,A811,Orders,"Order from 2019237 - SRI JAGANNATH STORE - AMARESWAR",,,20.2199706,85.8485925,,33418.7,"29 Jan 2026 08:45:09 PM"
"End Day",3108410,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:44:58,239822,"Manikandan Arumugam",3223844,"Sales Rep",239804,"Senthil Kumar _Trichy",,,"Day Ended","Day Ended",,,11.1021336,79.3047762,,NA,"29 Jan 2026 08:44:59 PM"
Tourvisit,16144241,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:44:55,270202,"PAGILLA NAGARAJU",3780538,"Sales Rep",240478,"Annasamudram Nandan kamesh _Mahabubabad",,,"End of the day",end,,,17.57031,79.9940583,"HXCV+4H2 Bodraay Center, Rajalipeta, Telangana 506104, India",NA,"29 Jan 2026 08:44:56 PM"
"End Day",3109526,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:44:45,254365,"ABIN ANIL",3582301,"Sales Rep",239801,"Sonymon K V _Thrissur",,,"Day Ended","Day Ended",,,9.7154968,76.4758241,,NA,"29 Jan 2026 08:44:54 PM"
Order,90015221,Customer,13186997,0002018655,"2018655 - GOKUL PESTICIDES AND FERTILIZE","2/53, BUS STAND, MAIN ROAD, VADDIRALA, KADAPA, Andhra Pradesh, India, 516433",VADDIRALA,Dealer,No,,,2026-01-29,20:44:27,240519,"M SUBBA REDDY_proddatur",C31,"Territory Manager",240516,"Levidi Manikya Reddy_Kurnool",Vijayawada,A732,Orders,"Order from 2018655 - GOKUL PESTICIDES AND FERTILIZE",,,14.7613501,78.5697659,,NA,"29 Jan 2026 08:44:28 PM"
"Customer Creation",18998910,Customer,18998910,"-- --",Aashirvadam,"Mohan Traders, India, 507283","-- --",Farmer,No,,,2026-01-29,20:44:23,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Aashirvadam,,,,,,NA,"29 Jan 2026 08:44:24 PM"
"Customer Creation",18998908,Customer,18998908,"-- --",Kumari,"Mohan Traders, A, Khammam, Khammam, Andhra Pradesh, India, 507203",Khammam,Farmer,No,,,2026-01-29,20:43:52,281511,"B Srinu",3950758,"Sales Rep",240485,K.PRASANTH_KHAMMAM,"A735 -CFA Hyderabad",A735,"New Retailer",Kumari,,,,,,NA,"29 Jan 2026 08:43:54 PM"
Order,90015171,Customer,13472932,0002006998,"2006998 - RANJAN CHAND GOTHIYA - BARGARH","NH - 6, GOSALA ROAD,, BARGARH, Odisha, India, 768028",BARGARH,DISTRIBUTOR,No,,,2026-01-29,20:43:51,242416,"BIDHU KALYANKAR_BHUBANESHWAR",702430,"Sales Manager",241248,"Suman Dutta",Bhubaneshwar,A811,Orders,"Order from 2006998 - RANJAN CHAND GOTHIYA - BARGARH",,,20.2199875,85.8485959,,NA,"29 Jan 2026 08:43:51 PM"
Order,90015117,Customer,17084758,0002021057,"2021057 - RAMANA FERTILIZERS - HOSSUR","VEERABHADRASWAMY TEMPLE, HOSSUR,, GAURIBIDANUR, CHIKKABALLAPURA, Karnataka, India, 561210",GAURIBIDANUR,Dealer,No,,,2026-01-29,20:43:10,231720,"Amit reddy_CHIKKABALLAPURA",A46,"Territory Manager",231716,"HariHara MurthyN-BANGALOR","CFA - Bangalore",A754,Orders,"Order from 2021057 - RAMANA FERTILIZERS - HOSSUR",,,13.426991,77.7301791,,NA,"29 Jan 2026 08:43:10 PM"
Order,90015054,Customer,13473063,0002005776,"2005776 - MAA SABITREE TRADERS - PHULBANI","PHULBANI, KANDHAMAL, Odisha, India, 762001",PHULBANI,Dealer,No,,,2026-01-29,20:42:22,242416,"BIDHU KALYANKAR_BHUBANESHWAR",702430,"Sales Manager",241248,"Suman Dutta",Bhubaneshwar,A811,Orders,"Order from 2005776 - MAA SABITREE TRADERS - PHULBANI",,,20.2200062,85.8485965,,NA,"29 Jan 2026 08:42:26 PM"
Order,90015037,Customer,17084758,0002021057,"2021057 - RAMANA FERTILIZERS - HOSSUR","VEERABHADRASWAMY TEMPLE, HOSSUR,, GAURIBIDANUR, CHIKKABALLAPURA, Karnataka, India, 561210",GAURIBIDANUR,Dealer,No,,,2026-01-29,20:42:09,231720,"Amit reddy_CHIKKABALLAPURA",A46,"Territory Manager",231716,"HariHara MurthyN-BANGALOR","CFA - Bangalore",A754,Orders,"Order from 2021057 - RAMANA FERTILIZERS - HOSSUR",,,13.4269839,77.7301831,,NA,"29 Jan 2026 08:42:13 PM"
"End Day",3106776,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:41:57,240550,"DASANGA HIMA KUMAR",2692939,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",,,"Day Ended","Day Ended",,,15.1866808,78.1150096,,NA,"29 Jan 2026 08:41:58 PM"
"End Day",3107876,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:40:27,281042,JEGADEESAN M,3940650,"Sales Rep",239765,"Sakthivel B _Kancheepuram",,,"Day Ended","Day Ended",,,12.39438,79.9376017,,NA,"29 Jan 2026 08:40:37 PM"
Workflow,34194234,Customer,13113939,"-- --","sohan lal sharma","near kv singh farm house ,  , Chautala, Hisar Division, Haryana, India, 125101",Chautala,Farmer,No,29.815696700000,74.551160000000,2026-01-29,20:39:54,255690,"Napinder Singh Dhillon",,"Sales Rep",238175,Vacant_Dawbali,A141-Hisar,A141,"Farmer Revisit","Farmer Revisit",,,30.05524,74.7595283,"3Q35+RRC, Bandi, Punjab 151401, India",33354.3,"29 Jan 2026 08:39:55 PM"
Order,90014835,Customer,12332241,0002012904,"2012904 - PANDURANG KRUSHI SEVA KENDRA","GAT NO 1498,CHANDOLI TRIFULI,,  , NIPHAD, NASHIK, Maharashtra, India, 422201",NIPHAD,DISTRIBUTOR,No,20.019505600000,73.996072600000,2026-01-29,20:39:47,231724,"Shubham Shinde_NIPHAD",A21,"Territory Manager",231718,D.DHOMSE_Nashik,"CFA - Pune",A521,Orders,"Order from 2012904 - PANDURANG KRUSHI SEVA KENDRA",,,20.035184,74.0413295,,5038.96,"29 Jan 2026 08:39:48 PM"
"Customer Creation",18998895,Customer,18998895,"-- --",Jeevan,"., Kesali, Kesali, Sagar, Sagar, Mp, India, 470235",Sagar,Farmer,No,,,2026-01-29,20:39:46,263712,"Sahab Singh Rajput",,"Sales Rep",242405,"Soumya Sawaran_SAGAR",Indore,A641,"New Retailer",Jeevan,,,,,,NA,"29 Jan 2026 08:39:45 PM"
Workflow,34194232,Customer,18998893,"-- --","Jitu 6adav","b,  , Rajpur, Indore Division, Madhya Pradesh, India, 451447",Rajpur,Farmer,No,21.943245000000,75.139288300000,2026-01-29,20:39:38,242428,"Sawan Panchole",3038702,"Sales Rep",242402,"AMIT TIWARI_DHAR",Indore,A641,"Farmer Revisit","Farmer Revisit",,,21.94334,75.13926,"W4VQ+7MP, Imlipura Main Rd, Rajpur, Madhya Pradesh 451447, India",10.9591,"29 Jan 2026 08:39:40 PM"
Workflow,34194231,Customer,14649300,"-- --","satpal ","choutala ,  , Chautala, Hisar Division, Haryana, India, 125101",Chautala,Farmer,No,29.787986600000,74.519117300000,2026-01-29,20:39:34,255690,"Napinder Singh Dhillon",,"Sales Rep",238175,Vacant_Dawbali,A141-Hisar,A141,"Farmer Revisit","Farmer Revisit",,,30.0552625,74.7594966,"3Q35+RRC, Bandi, Punjab 151401, India",37680.2,"29 Jan 2026 08:39:35 PM"
Tourvisit,16144233,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:39:29,270267,"Ganji.Sai babu",3780544,"Sales Rep",240670,"sushma Chigurupati_Nalgonda",,,"End of the day","End of the day ",,,16.8841896,78.7941469,"VQMV+WM, Kurmapally, Telangana 508250, India",NA,"29 Jan 2026 08:39:30 PM"
"Customer Creation",18998893,Customer,18998893,"-- --","Jitu 6adav","b,  , Rajpur, Indore Division, Madhya Pradesh, India, 451447",Rajpur,Farmer,No,21.943245000000,75.139288300000,2026-01-29,20:39:18,242428,"Sawan Panchole",3038702,"Sales Rep",242402,"AMIT TIWARI_DHAR",Indore,A641,"New Retailer","Jitu 6adav",,,21.943245,75.1392883,"W4VQ+7MP, Imlipura Main Rd, Rajpur, Madhya Pradesh 451447, India",NA,"29 Jan 2026 08:39:20 PM"
"Visit Note",10816604,Customer,16178231,0002020672,"2020672 - SUKHDEB DEY","1086., BARASAT, Nadia, West Bengal, India, 741502",BARASAT,DISTRIBUTOR,No,,,2026-01-29,20:39:10,241099,"Sribash Kumar Mallick_krishnanagar",D05,"Territory Manager",241098,"Sumit Sarkar_South Bengal",CFA-Kolkata,A333,"Customer Note","now I am here for OD collection purpose",,,23.334407,88.6440347,"12, Collegepara, Uttar Paschim, Bagula, West Bengal 741502, India",NA,"29 Jan 2026 08:39:11 PM"
Tourvisit,16144232,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:39:08,276657,"Naveen kumar",3818149,"Sales Rep",238174,"Vishnu tiwari _Rohtak",,,"End of the day","at home ",,,28.7997422878092,77.0326763542617,,NA,"29 Jan 2026 08:39:10 PM"
Workflow,34194226,Customer,15686046,"-- --","budh ram suthar ","asakhera ,  , Chautala, Hisar Division, Haryana, India, 125101",Chautala,Farmer,No,29.818729200000,74.566542500000,2026-01-29,20:39:05,255690,"Napinder Singh Dhillon",,"Sales Rep",238175,Vacant_Dawbali,A141-Hisar,A141,"Farmer Revisit","Farmer Revisit",,,30.0552028,74.759446,"3Q35+RRC, Bandi, Punjab 151401, India",32199.7,"29 Jan 2026 08:39:07 PM"
"Customer Creation",18998892,Customer,18998892,"-- --","Prakash chouhan ","b,  , Rajpur, Indore Division, Madhya Pradesh, India, 451447",Rajpur,Farmer,No,21.943259300000,75.139078800000,2026-01-29,20:38:53,242428,"Sawan Panchole",3038702,"Sales Rep",242402,"AMIT TIWARI_DHAR",Indore,A641,"New Retailer","Prakash chouhan ",,,21.9432593,75.1390788,"Sangav Road, Rajpur, Madhya Pradesh 451447, India",NA,"29 Jan 2026 08:38:55 PM"
Workflow,34194220,Customer,16097375,"-- --","manjeet ","tejakhera road ,  , Chautala, Hisar Division, Haryana, India, 125101",Chautala,Farmer,No,29.824086200000,74.565998200000,2026-01-29,20:38:48,255690,"Napinder Singh Dhillon",,"Sales Rep",238175,Vacant_Dawbali,A141-Hisar,A141,"Farmer Revisit","Farmer Revisit",,,30.0551931,74.7594881,"3Q35+RRC, Bandi, Punjab 151401, India",31747.1,"29 Jan 2026 08:38:50 PM"
"Customer Creation",18998891,Customer,18998891,"-- --","fatal khan ","delhi, D, Delhi North, North West Delhi, Delhi , India, 110042","Delhi North",Farmer,No,,,2026-01-29,20:38:33,276657,"Naveen kumar",3818149,"Sales Rep",238174,"Vishnu tiwari _Rohtak",A141-Hisar,A141,"New Retailer","fatal khan ",,,,,,NA,"29 Jan 2026 08:38:35 PM"
Workflow,34194219,Customer,16317386,"-- --","Narender ","tejakhera chautala road,  , Teja Khera, Hisar Division, Haryana, India, 125104","Teja Khera",Farmer,No,29.833293300000,74.574058300000,2026-01-29,20:38:31,255690,"Napinder Singh Dhillon",,"Sales Rep",238175,Vacant_Dawbali,A141-Hisar,A141,"Farmer Revisit","Farmer Revisit",,,30.0552433,74.7595233,"3Q35+RRC, Bandi, Punjab 151401, India",30468.5,"29 Jan 2026 08:38:33 PM"
"Customer Creation",18998890,Customer,18998890,"-- --","Devi Prasad","., Kesali, Kesali, Sagar, Sagar, Mp, India, 470235",Sagar,Farmer,No,,,2026-01-29,20:38:16,263712,"Sahab Singh Rajput",,"Sales Rep",242405,"Soumya Sawaran_SAGAR",Indore,A641,"New Retailer","Devi Prasad",,,,,,NA,"29 Jan 2026 08:38:16 PM"
